Site ID,M35/5119
Site Name,M35/5119
Site ID,SampleID,Collection Date,Measurement,Value,Units
"M35/5119","20237822","10-Jan 2024 21:45pm","Oxidation Reduction Potential","178.000","mV"
"M35/5119","20237822","10-Jan 2024 21:45pm","pH","7.4",""
"M35/5119","20237822","10-Jan 2024 21:45pm","pH (Field)","6.35",""
"M35/5119","20237822","10-Jan 2024 21:45pm","Potassium, Dissolved","1.000","mg/L"
"M35/5119","20237822","10-Jan 2024 21:45pm","Silica, Reactive","11.600","mg/L  as SiO2"
"M35/5119","20237822","10-Jan 2024 21:45pm","Sodium, Dissolved","6.900","mg/L"
"M35/5119","20237822","10-Jan 2024 21:45pm","Sulphate","5.100","mg/L"
"M35/5119","20237822","10-Jan 2024 21:45pm","Sum of anions","1.450","meq/L"
"M35/5119","20237822","10-Jan 2024 21:45pm","Sum of cations","1.570","meq/L"
"M35/5119","20237822","10-Jan 2024 21:45pm","Total Coliforms","56.0","number/100mL"
"M35/5119","20237822","10-Jan 2024 21:45pm","Water Temperature (Field)","13.0","C"
"M35/5119","20235927","13-Oct 2023 08:45am","Alkalinity, Total","54.0","g/m3 as CaCO3"
"M35/5119","20235927","13-Oct 2023 08:45am","Aluminium, Dissolved","0.004","mg/L"
"M35/5119","20235927","13-Oct 2023 08:45am","Ammoniacal Nitrogen","<0.010","mg/L"
"M35/5119","20235927","13-Oct 2023 08:45am","Bicarbonate","65.000","mg/L  at 25°C"
"M35/5119","20235927","13-Oct 2023 08:45am","Calcium, Dissolved","23.000","mg/L"
"M35/5119","20235927","13-Oct 2023 08:45am","Chloride","7.200","mg/L"
"M35/5119","20235927","13-Oct 2023 08:45am","Conductivity","17.3","mS/m"
"M35/5119","20235927","13-Oct 2023 08:45am","Conductivity (Field)","16.52","mS/m"
"M35/5119","20235927","13-Oct 2023 08:45am","Difference in Ion Balance","1.070","%"
"M35/5119","20235927","13-Oct 2023 08:45am","Dissolved Oxygen","14.020","mg/L"
"M35/5119","20235927","13-Oct 2023 08:45am","Dissolved Oxygen Saturation","134.100","%"
"M35/5119","20235927","13-Oct 2023 08:45am","Dissolved Reactive Phosphorus","0.0027","mg/L"
"M35/5119","20235927","13-Oct 2023 08:45am","E. coli","1","MPN/100mL"
"M35/5119","20235927","13-Oct 2023 08:45am","Hardness, Total","66.000","g/m3 as CaCO3"
"M35/5119","20235927","13-Oct 2023 08:45am","Iron, Dissolved","<0.020","mg/L"
"M35/5119","20235927","13-Oct 2023 08:45am","Magnesium, Dissolved","2.400","mg/L"
"M35/5119","20235927","13-Oct 2023 08:45am","Manganese, Dissolved","0.0005","mg/L"
"M35/5119","20235927","13-Oct 2023 08:45am","Nitrate Nitrogen","3.200","mg/L"
"M35/5119","20235927","13-Oct 2023 08:45am","Nitrate-N Nitrite-N","3.200","g/m3"
"M35/5119","20235927","13-Oct 2023 08:45am","Nitrite Nitrogen","<0.002","mg/L"
"M35/5119","20235927","13-Oct 2023 08:45am","Oxidation Reduction Potential","316.600","mV"
"M35/5119","20235927","13-Oct 2023 08:45am","pH","7.9",""
"M35/5119","20235927","13-Oct 2023 08:45am","pH (Field)","6.55",""
"M35/5119","20235927","13-Oct 2023 08:45am","Potassium, Dissolved","1.020","mg/L"
"M35/5119","20235927","13-Oct 2023 08:45am","Silica, Reactive","11.300","mg/L  as SiO2"
"M35/5119","20235927","13-Oct 2023 08:45am","Sodium, Dissolved","7.700","mg/L"
"M35/5119","20235927","13-Oct 2023 08:45am","Sulphate","6.600","mg/L"
"M35/5119","20235927","13-Oct 2023 08:45am","Sum of anions","1.650","meq/L"
"M35/5119","20235927","13-Oct 2023 08:45am","Sum of cations","1.680","meq/L"
"M35/5119","20235927","13-Oct 2023 08:45am","Total Coliforms","2.00","number/100mL"
"M35/5119","20235927","13-Oct 2023 08:45am","Total Dissolved Phosphorus","0.003","mg/L"
"M35/5119","20235927","13-Oct 2023 08:45am","Water Temperature (Field)","13.1","C"
"M35/5119","20234445","19-Jul 2023 11:00am","Alkalinity, Total","51.0","g/m3 as CaCO3"
"M35/5119","20234445","19-Jul 2023 11:00am","Bicarbonate","62.000","mg/L  at 25°C"
"M35/5119","20234445","19-Jul 2023 11:00am","Calcium, Dissolved","21.000","mg/L"
"M35/5119","20234445","19-Jul 2023 11:00am","Chloride","6.400","mg/L"
"M35/5119","20234445","19-Jul 2023 11:00am","Conductivity","15.6","mS/m"
"M35/5119","20234445","19-Jul 2023 11:00am","Conductivity (Field)","15.22","mS/m"
"M35/5119","20234445","19-Jul 2023 11:00am","Difference in Ion Balance","1.120","%"
"M35/5119","20234445","19-Jul 2023 11:00am","Dissolved Oxygen","9.450","mg/L"
"M35/5119","20234445","19-Jul 2023 11:00am","Dissolved Oxygen Saturation","90.400","%"
"M35/5119","20234445","19-Jul 2023 11:00am","Dissolved Reactive Phosphorus","0.0025","mg/L"
"M35/5119","20234445","19-Jul 2023 11:00am","E. coli","<1","MPN/100mL"
"M35/5119","20234445","19-Jul 2023 11:00am","Hardness, Total","62.000","g/m3 as CaCO3"
"M35/5119","20234445","19-Jul 2023 11:00am","Magnesium, Dissolved","2.300","mg/L"
"M35/5119","20234445","19-Jul 2023 11:00am","Nitrate Nitrogen","2.700","mg/L"
"M35/5119","20234445","19-Jul 2023 11:00am","Oxidation Reduction Potential","144.500","mV"
"M35/5119","20234445","19-Jul 2023 11:00am","pH","7.5",""
"M35/5119","20234445","19-Jul 2023 11:00am","pH (Field)","6.58",""
"M35/5119","20234445","19-Jul 2023 11:00am","Potassium, Dissolved","1.020","mg/L"
"M35/5119","20234445","19-Jul 2023 11:00am","Silica, Reactive","11.100","mg/L  as SiO2"
"M35/5119","20234445","19-Jul 2023 11:00am","Sodium, Dissolved","6.900","mg/L"
"M35/5119","20234445","19-Jul 2023 11:00am","Sulphate","6.500","mg/L"
"M35/5119","20234445","19-Jul 2023 11:00am","Sum of anions","1.540","meq/L"
"M35/5119","20234445","19-Jul 2023 11:00am","Sum of cations","1.570","meq/L"
"M35/5119","20234445","19-Jul 2023 11:00am","Total Coliforms","<1.00","number/100mL"
"M35/5119","20234445","19-Jul 2023 11:00am","Water Temperature (Field)","13.0","C"
"M35/5119","20233200","20-Apr 2023 12:10pm","Alkalinity, Total","53.0","g/m3 as CaCO3"
"M35/5119","20233200","20-Apr 2023 12:10pm","Bicarbonate","64.000","mg/L  at 25°C"
"M35/5119","20233200","20-Apr 2023 12:10pm","Calcium, Dissolved","20.000","mg/L"
"M35/5119","20233200","20-Apr 2023 12:10pm","Chloride","5.800","mg/L"
"M35/5119","20233200","20-Apr 2023 12:10pm","Conductivity","15.6","mS/m"
"M35/5119","20233200","20-Apr 2023 12:10pm","Conductivity (Field)","14.52","mS/m"
"M35/5119","20233200","20-Apr 2023 12:10pm","Difference in Ion Balance","0.310","%"
"M35/5119","20233200","20-Apr 2023 12:10pm","Dissolved Oxygen","18.450","mg/L"
"M35/5119","20233200","20-Apr 2023 12:10pm","Dissolved Oxygen Saturation","174.300","%"
"M35/5119","20233200","20-Apr 2023 12:10pm","E. coli","1","MPN/100mL"
"M35/5119","20233200","20-Apr 2023 12:10pm","Hardness, Total","60.000","g/m3 as CaCO3"
"M35/5119","20233200","20-Apr 2023 12:10pm","Magnesium, Dissolved","2.200","mg/L"
"M35/5119","20233200","20-Apr 2023 12:10pm","Nitrate Nitrogen","2.400","mg/L"
"M35/5119","20233200","20-Apr 2023 12:10pm","Oxidation Reduction Potential","143.500","mV"
"M35/5119","20233200","20-Apr 2023 12:10pm","pH","7.4",""
"M35/5119","20233200","20-Apr 2023 12:10pm","pH (Field)","6.27",""
"M35/5119","20233200","20-Apr 2023 12:10pm","Potassium, Dissolved","1.010","mg/L"
"M35/5119","20233200","20-Apr 2023 12:10pm","Silica, Reactive","11.600","mg/L  as SiO2"
"M35/5119","20233200","20-Apr 2023 12:10pm","Sodium, Dissolved","6.900","mg/L"
"M35/5119","20233200","20-Apr 2023 12:10pm","Sulphate","6.000","mg/L"
"M35/5119","20233200","20-Apr 2023 12:10pm","Sum of anions","1.520","meq/L"
"M35/5119","20233200","20-Apr 2023 12:10pm","Sum of cations","1.520","meq/L"
"M35/5119","20233200","20-Apr 2023 12:10pm","Total Coliforms","1.00","number/100mL"
"M35/5119","20233200","20-Apr 2023 12:10pm","Water Temperature (Field)","13.0","C"
"M35/5119","20230207","11-Jan 2023 11:00am","Alkalinity, Total","53.0","g/m3 as CaCO3"
"M35/5119","20230207","11-Jan 2023 11:00am","Bicarbonate","64.000","mg/L  at 25°C"
"M35/5119","20230207","11-Jan 2023 11:00am","Calcium, Dissolved","21.000","mg/L"
"M35/5119","20230207","11-Jan 2023 11:00am","Chloride","6.800","mg/L"
"M35/5119","20230207","11-Jan 2023 11:00am","Conductivity","16.7","mS/m"
"M35/5119","20230207","11-Jan 2023 11:00am","Conductivity (Field)","15.74","mS/m"
"M35/5119","20230207","11-Jan 2023 11:00am","Difference in Ion Balance","1.000","%"
"M35/5119","20230207","11-Jan 2023 11:00am","Dissolved Oxygen","13.730","mg/L"
"M35/5119","20230207","11-Jan 2023 11:00am","Dissolved Oxygen Saturation","130.700","%"
"M35/5119","20230207","11-Jan 2023 11:00am","E. coli","<1","MPN/100mL"
"M35/5119","20230207","11-Jan 2023 11:00am","Hardness, Total","61.000","g/m3 as CaCO3"
"M35/5119","20230207","11-Jan 2023 11:00am","Magnesium, Dissolved","2.300","mg/L"
"M35/5119","20230207","11-Jan 2023 11:00am","Nitrate Nitrogen","2.800","mg/L"
"M35/5119","20230207","11-Jan 2023 11:00am","Oxidation Reduction Potential","114.200","mV"
"M35/5119","20230207","11-Jan 2023 11:00am","pH","7.5",""
"M35/5119","20230207","11-Jan 2023 11:00am","pH (Field)","6.60",""
"M35/5119","20230207","11-Jan 2023 11:00am","Potassium, Dissolved","1.010","mg/L"
"M35/5119","20230207","11-Jan 2023 11:00am","Silica, Reactive","11.600","mg/L  as SiO2"
"M35/5119","20230207","11-Jan 2023 11:00am","Sodium, Dissolved","7.000","mg/L"
"M35/5119","20230207","11-Jan 2023 11:00am","Sulphate","6.900","mg/L"
"M35/5119","20230207","11-Jan 2023 11:00am","Sum of anions","1.590","meq/L"
"M35/5119","20230207","11-Jan 2023 11:00am","Sum of cations","1.560","meq/L"
"M35/5119","20230207","11-Jan 2023 11:00am","Total Coliforms","11.0","number/100mL"
"M35/5119","20230207","11-Jan 2023 11:00am","Water Temperature (Field)","13.1","C"
"M35/5119","20225931","14-Oct 2022 10:45am","Alkalinity, Total","55.0","g/m3 as CaCO3"
"M35/5119","20225931","14-Oct 2022 10:45am","Ammoniacal Nitrogen","<0.010","mg/L"
"M35/5119","20225931","14-Oct 2022 10:45am","Arsenic, Dissolved","<0.0010","mg/L"
"M35/5119","20225931","14-Oct 2022 10:45am","Bicarbonate","67.000","mg/L  at 25°C"
"M35/5119","20225931","14-Oct 2022 10:45am","Calcium, Dissolved","25.000","mg/L"
"M35/5119","20225931","14-Oct 2022 10:45am","Chloride","10.800","mg/L"
"M35/5119","20225931","14-Oct 2022 10:45am","Conductivity","20.4","mS/m"
"M35/5119","20225931","14-Oct 2022 10:45am","Conductivity (Field)","19.24","mS/m"
"M35/5119","20225931","14-Oct 2022 10:45am","Difference in Ion Balance","0.850","%"
"M35/5119","20225931","14-Oct 2022 10:45am","Dissolved Oxygen","9.660","mg/L"
"M35/5119","20225931","14-Oct 2022 10:45am","Dissolved Oxygen Saturation","90.800","%"
"M35/5119","20225931","14-Oct 2022 10:45am","Dissolved Reactive Phosphorus","0.0021","mg/L"
"M35/5119","20225931","14-Oct 2022 10:45am","E. coli","<1","MPN/100mL"
"M35/5119","20225931","14-Oct 2022 10:45am","Hardness, Total","74.000","g/m3 as CaCO3"
"M35/5119","20225931","14-Oct 2022 10:45am","Iron, Dissolved","<0.020","mg/L"
"M35/5119","20225931","14-Oct 2022 10:45am","Magnesium, Dissolved","2.800","mg/L"
"M35/5119","20225931","14-Oct 2022 10:45am","Manganese, Dissolved","<0.0005","mg/L"
"M35/5119","20225931","14-Oct 2022 10:45am","Nitrate Nitrogen","4.600","mg/L"
"M35/5119","20225931","14-Oct 2022 10:45am","Nitrate-N Nitrite-N","4.600","g/m3"
"M35/5119","20225931","14-Oct 2022 10:45am","Nitrite Nitrogen","<0.002","mg/L"
"M35/5119","20225931","14-Oct 2022 10:45am","Oxidation Reduction Potential","198.100","mV"
"M35/5119","20225931","14-Oct 2022 10:45am","pH","7.6",""
"M35/5119","20225931","14-Oct 2022 10:45am","pH (Field)","6.56",""
"M35/5119","20225931","14-Oct 2022 10:45am","Potassium, Dissolved","1.150","mg/L"
"M35/5119","20225931","14-Oct 2022 10:45am","Silica, Reactive","15.800","mg/L  as SiO2"
"M35/5119","20225931","14-Oct 2022 10:45am","Sodium, Dissolved","8.800","mg/L"
"M35/5119","20225931","14-Oct 2022 10:45am","Sulphate","8.600","mg/L"
"M35/5119","20225931","14-Oct 2022 10:45am","Sum of anions","1.910","meq/L"
"M35/5119","20225931","14-Oct 2022 10:45am","Sum of cations","1.880","meq/L"
"M35/5119","20225931","14-Oct 2022 10:45am","Total Coliforms","<1.00","number/100mL"
"M35/5119","20225931","14-Oct 2022 10:45am","Total Dissolved Phosphorus","0.003","mg/L"
"M35/5119","20225931","14-Oct 2022 10:45am","Water Temperature (Field)","13.2","C"
"M35/5119","20225479","21-Sep 2022 16:20pm","Alkalinity, Total","53.0","g/m3 as CaCO3"
"M35/5119","20225479","21-Sep 2022 16:20pm","Aluminium, Dissolved","0.005","mg/L"
"M35/5119","20225479","21-Sep 2022 16:20pm","Ammoniacal Nitrogen","<0.010","mg/L"
"M35/5119","20225479","21-Sep 2022 16:20pm","Arsenic, Dissolved","<0.0010","mg/L"
"M35/5119","20225479","21-Sep 2022 16:20pm","Benzene","<0.0003","g/m3"
"M35/5119","20225479","21-Sep 2022 16:20pm","Bicarbonate","65.000","mg/L  at 25°C"
"M35/5119","20225479","21-Sep 2022 16:20pm","Boron, Dissolved","0.021","mg/L"
"M35/5119","20225479","21-Sep 2022 16:20pm","Cadmium, Dissolved","<0.00005","mg/L"
"M35/5119","20225479","21-Sep 2022 16:20pm","Calcium, Dissolved","26.000","mg/L"
"M35/5119","20225479","21-Sep 2022 16:20pm","Chloride","11.900","mg/L"
"M35/5119","20225479","21-Sep 2022 16:20pm","Chromium, Dissolved","<0.0005","mg/L"
"M35/5119","20225479","21-Sep 2022 16:20pm","Conductivity","21.8","mS/m"
"M35/5119","20225479","21-Sep 2022 16:20pm","Conductivity (Field)","19.06","mS/m"
"M35/5119","20225479","21-Sep 2022 16:20pm","Copper, Dissolved","0.0010","mg/L"
"M35/5119","20225479","21-Sep 2022 16:20pm","Difference in Ion Balance","1.100","%"
"M35/5119","20225479","21-Sep 2022 16:20pm","Dissolved Oxygen","14.710","mg/L"
"M35/5119","20225479","21-Sep 2022 16:20pm","Dissolved Oxygen Saturation","144.400","%"
"M35/5119","20225479","21-Sep 2022 16:20pm","E. coli","<1","MPN/100mL"
"M35/5119","20225479","21-Sep 2022 16:20pm","Ethylbenzene","<0.001","g/m3"
"M35/5119","20225479","21-Sep 2022 16:20pm","Hardness, Total","77.000","g/m3 as CaCO3"
"M35/5119","20225479","21-Sep 2022 16:20pm","Iron, Dissolved","<0.020","mg/L"
"M35/5119","20225479","21-Sep 2022 16:20pm","Lead, Dissolved","<0.0001","mg/L"
"M35/5119","20225479","21-Sep 2022 16:20pm","m+p-Xylene","<0.0005","ug/L"
"M35/5119","20225479","21-Sep 2022 16:20pm","Magnesium, Dissolved","2.900","mg/L"
"M35/5119","20225479","21-Sep 2022 16:20pm","Manganese, Dissolved","0.0007","mg/L"
"M35/5119","20225479","21-Sep 2022 16:20pm","Nickel, Dissolved","<0.0005","mg/L"
"M35/5119","20225479","21-Sep 2022 16:20pm","Nitrate Nitrogen","5.200","mg/L"
"M35/5119","20225479","21-Sep 2022 16:20pm","Nitrate-N Nitrite-N","5.200","g/m3"
"M35/5119","20225479","21-Sep 2022 16:20pm","Nitrite Nitrogen","<0.002","mg/L"
"M35/5119","20225479","21-Sep 2022 16:20pm","o-Xylene","<0.0003","g/m3"
"M35/5119","20225479","21-Sep 2022 16:20pm","Oxidation Reduction Potential","71.900","mV"
"M35/5119","20225479","21-Sep 2022 16:20pm","pH","7.5",""
"M35/5119","20225479","21-Sep 2022 16:20pm","pH (Field)","6.39",""
"M35/5119","20225479","21-Sep 2022 16:20pm","Potassium, Dissolved","1.250","mg/L"
"M35/5119","20225479","21-Sep 2022 16:20pm","Sodium, Dissolved","9.500","mg/L"
"M35/5119","20225479","21-Sep 2022 16:20pm","Sulphate","8.600","mg/L"
"M35/5119","20225479","21-Sep 2022 16:20pm","Sum of anions","1.950","meq/L"
"M35/5119","20225479","21-Sep 2022 16:20pm","Sum of cations","1.990","meq/L"
"M35/5119","20225479","21-Sep 2022 16:20pm","Toluene","<0.0003","g/m3"
"M35/5119","20225479","21-Sep 2022 16:20pm","Total Coliforms","<1.00","number/100mL"
"M35/5119","20225479","21-Sep 2022 16:20pm","Water Temperature (Field)","13.0","C"
"M35/5119","20225479","21-Sep 2022 16:20pm","Zinc, Dissolved","0.005","mg/L"
"M35/5119","20224292","06-Jul 2022 10:01am","Alkalinity, Total","52.0","g/m3 as CaCO3"
"M35/5119","20224292","06-Jul 2022 10:01am","Bicarbonate","63.000","mg/L  at 25°C"
"M35/5119","20224292","06-Jul 2022 10:01am","Calcium, Dissolved","19.100","mg/L"
"M35/5119","20224292","06-Jul 2022 10:01am","Chloride","6.200","mg/L"
"M35/5119","20224292","06-Jul 2022 10:01am","Conductivity","15.5","mS/m"
"M35/5119","20224292","06-Jul 2022 10:01am","Conductivity (Field)","14.55","mS/m"
"M35/5119","20224292","06-Jul 2022 10:01am","Difference in Ion Balance","1.820","%"
"M35/5119","20224292","06-Jul 2022 10:01am","Dissolved Oxygen","13.920","mg/L"
"M35/5119","20224292","06-Jul 2022 10:01am","Dissolved Oxygen Saturation","130.500","%"
"M35/5119","20224292","06-Jul 2022 10:01am","E. coli","<1","MPN/100mL"
"M35/5119","20224292","06-Jul 2022 10:01am","Hardness, Total","56.000","g/m3 as CaCO3"
"M35/5119","20224292","06-Jul 2022 10:01am","Magnesium, Dissolved","2.100","mg/L"
"M35/5119","20224292","06-Jul 2022 10:01am","Nitrate Nitrogen","2.100","mg/L"
"M35/5119","20224292","06-Jul 2022 10:01am","Oxidation Reduction Potential","167.700","mV"
"M35/5119","20224292","06-Jul 2022 10:01am","pH","7.4",""
"M35/5119","20224292","06-Jul 2022 10:01am","pH (Field)","6.38",""
"M35/5119","20224292","06-Jul 2022 10:01am","Potassium, Dissolved","0.970","mg/L"
"M35/5119","20224292","06-Jul 2022 10:01am","Silica, Reactive","11.400","mg/L  as SiO2"
"M35/5119","20224292","06-Jul 2022 10:01am","Sodium, Dissolved","6.400","mg/L"
"M35/5119","20224292","06-Jul 2022 10:01am","Sulphate","6.000","mg/L"
"M35/5119","20224292","06-Jul 2022 10:01am","Sum of anions","1.480","meq/L"
"M35/5119","20224292","06-Jul 2022 10:01am","Sum of cations","1.430","meq/L"
"M35/5119","20224292","06-Jul 2022 10:01am","Total Coliforms","2.00","number/100mL"
"M35/5119","20224292","06-Jul 2022 10:01am","Water Temperature (Field)","12.9","C"
"M35/5119","20223102","20-Apr 2022 10:30am","Alkalinity, Total","53.0","g/m3 as CaCO3"
"M35/5119","20223102","20-Apr 2022 10:30am","Bicarbonate","64.000","mg/L  at 25°C"
"M35/5119","20223102","20-Apr 2022 10:30am","Calcium, Dissolved","23.000","mg/L"
"M35/5119","20223102","20-Apr 2022 10:30am","Chloride","7.600","mg/L"
"M35/5119","20223102","20-Apr 2022 10:30am","Conductivity","17.0","mS/m"
"M35/5119","20223102","20-Apr 2022 10:30am","Conductivity (Field)","15.04","mS/m"
"M35/5119","20223102","20-Apr 2022 10:30am","Difference in Ion Balance","0.380","%"
"M35/5119","20223102","20-Apr 2022 10:30am","Dissolved Oxygen","14.780","mg/L"
"M35/5119","20223102","20-Apr 2022 10:30am","Dissolved Oxygen Saturation","140.700","%"
"M35/5119","20223102","20-Apr 2022 10:30am","Hardness, Total","67.000","g/m3 as CaCO3"
"M35/5119","20223102","20-Apr 2022 10:30am","Magnesium, Dissolved","2.400","mg/L"
"M35/5119","20223102","20-Apr 2022 10:30am","Nitrate Nitrogen","3.300","mg/L"
"M35/5119","20223102","20-Apr 2022 10:30am","Oxidation Reduction Potential","275.200","mV"
"M35/5119","20223102","20-Apr 2022 10:30am","pH","7.3",""
"M35/5119","20223102","20-Apr 2022 10:30am","pH (Field)","6.38",""
"M35/5119","20223102","20-Apr 2022 10:30am","Potassium, Dissolved","1.080","mg/L"
"M35/5119","20223102","20-Apr 2022 10:30am","Silica, Reactive","11.300","mg/L  as SiO2"
"M35/5119","20223102","20-Apr 2022 10:30am","Sodium, Dissolved","7.000","mg/L"
"M35/5119","20223102","20-Apr 2022 10:30am","Sulphate","7.200","mg/L"
"M35/5119","20223102","20-Apr 2022 10:30am","Sum of anions","1.650","meq/L"
"M35/5119","20223102","20-Apr 2022 10:30am","Sum of cations","1.670","meq/L"
"M35/5119","20223102","20-Apr 2022 10:30am","Water Temperature (Field)","12.9","C"
"M35/5119","20220902","27-Jan 2022 12:20pm","Alkalinity, Total","53.0","g/m3 as CaCO3"
"M35/5119","20220902","27-Jan 2022 12:20pm","Bicarbonate","64.000","mg/L  at 25°C"
"M35/5119","20220902","27-Jan 2022 12:20pm","Calcium, Dissolved","20.000","mg/L"
"M35/5119","20220902","27-Jan 2022 12:20pm","Chloride","6.200","mg/L"
"M35/5119","20220902","27-Jan 2022 12:20pm","Conductivity","16.0","mS/m"
"M35/5119","20220902","27-Jan 2022 12:20pm","Conductivity (Field)","15.58","mS/m"
"M35/5119","20220902","27-Jan 2022 12:20pm","Difference in Ion Balance","0.580","%"
"M35/5119","20220902","27-Jan 2022 12:20pm","Dissolved Oxygen","13.430","mg/L"
"M35/5119","20220902","27-Jan 2022 12:20pm","Dissolved Oxygen Saturation","130.300","%"
"M35/5119","20220902","27-Jan 2022 12:20pm","E. coli","<1","MPN/100mL"
"M35/5119","20220902","27-Jan 2022 12:20pm","Hardness, Total","60.000","g/m3 as CaCO3"
"M35/5119","20220902","27-Jan 2022 12:20pm","Magnesium, Dissolved","2.300","mg/L"
"M35/5119","20220902","27-Jan 2022 12:20pm","Nitrate Nitrogen","2.600","mg/L"
"M35/5119","20220902","27-Jan 2022 12:20pm","Oxidation Reduction Potential","160.600","mV"
"M35/5119","20220902","27-Jan 2022 12:20pm","pH","7.5",""
"M35/5119","20220902","27-Jan 2022 12:20pm","pH (Field)","6.62",""
"M35/5119","20220902","27-Jan 2022 12:20pm","Potassium, Dissolved","1.000","mg/L"
"M35/5119","20220902","27-Jan 2022 12:20pm","Silica, Reactive","11.800","mg/L  as SiO2"
"M35/5119","20220902","27-Jan 2022 12:20pm","Sodium, Dissolved","7.000","mg/L"
"M35/5119","20220902","27-Jan 2022 12:20pm","Sulphate","6.400","mg/L"
"M35/5119","20220902","27-Jan 2022 12:20pm","Sum of anions","1.550","meq/L"
"M35/5119","20220902","27-Jan 2022 12:20pm","Sum of cations","1.530","meq/L"
"M35/5119","20220902","27-Jan 2022 12:20pm","Total Coliforms","<1.00","number/100mL"
"M35/5119","20220902","27-Jan 2022 12:20pm","Water Temperature (Field)","13.3","C"
"M35/5119","20216173","21-Oct 2021 09:45am","Alkalinity, Total","53.0","g/m3 as CaCO3"
"M35/5119","20216173","21-Oct 2021 09:45am","Ammoniacal Nitrogen","<0.010","mg/L"
"M35/5119","20216173","21-Oct 2021 09:45am","Bicarbonate","64.000","mg/L  at 25°C"
"M35/5119","20216173","21-Oct 2021 09:45am","Calcium, Dissolved","25.000","mg/L"
"M35/5119","20216173","21-Oct 2021 09:45am","Chloride","9.200","mg/L"
"M35/5119","20216173","21-Oct 2021 09:45am","Conductivity","18.2","mS/m"
"M35/5119","20216173","21-Oct 2021 09:45am","Conductivity (Field)","16.96","mS/m"
"M35/5119","20216173","21-Oct 2021 09:45am","Difference in Ion Balance","3.000","%"
"M35/5119","20216173","21-Oct 2021 09:45am","Dissolved Oxygen","13.100","mg/L"
"M35/5119","20216173","21-Oct 2021 09:45am","Dissolved Oxygen Saturation","122.900","%"
