Site ID,M35/0132
Site Name,Old Petrie Well
Site ID,SampleID,Collection Date,Measurement,Value,Units
"M35/0132","20242963","10-Apr 2024 09:55am","Water Temperature (Field)","13.8","C"
"M35/0132","20242338","15-Mar 2024 08:55am","Alkalinity, Total","41.0","g/m3 as CaCO3"
"M35/0132","20242338","15-Mar 2024 08:55am","Bicarbonate","50.000","mg/L  at 25°C"
"M35/0132","20242338","15-Mar 2024 08:55am","Calcium, Dissolved","15.000","mg/L"
"M35/0132","20242338","15-Mar 2024 08:55am","Chloride","7.000","mg/L"
"M35/0132","20242338","15-Mar 2024 08:55am","Conductivity","16.3","mS/m"
"M35/0132","20242338","15-Mar 2024 08:55am","Conductivity (Field)","16.06","mS/m"
"M35/0132","20242338","15-Mar 2024 08:55am","Difference in Ion Balance","0.590","%"
"M35/0132","20242338","15-Mar 2024 08:55am","Dissolved Oxygen","6.470","mg/L"
"M35/0132","20242338","15-Mar 2024 08:55am","Dissolved Oxygen Saturation","63.400","%"
"M35/0132","20242338","15-Mar 2024 08:55am","E. coli","<1","MPN/100mL"
"M35/0132","20242338","15-Mar 2024 08:55am","Hardness, Total","57.000","g/m3 as CaCO3"
"M35/0132","20242338","15-Mar 2024 08:55am","Magnesium, Dissolved","4.700","mg/L"
"M35/0132","20242338","15-Mar 2024 08:55am","Nitrate Nitrogen","3.800","mg/L"
"M35/0132","20242338","15-Mar 2024 08:55am","Oxidation Reduction Potential","296.600","mV"
"M35/0132","20242338","15-Mar 2024 08:55am","pH","7.0",""
"M35/0132","20242338","15-Mar 2024 08:55am","pH (Field)","5.52",""
"M35/0132","20242338","15-Mar 2024 08:55am","Potassium, Dissolved","1.620","mg/L"
"M35/0132","20242338","15-Mar 2024 08:55am","Silica, Reactive","15.400","mg/L  as SiO2"
"M35/0132","20242338","15-Mar 2024 08:55am","Sodium, Dissolved","9.400","mg/L"
"M35/0132","20242338","15-Mar 2024 08:55am","Sulphate","13.200","mg/L"
"M35/0132","20242338","15-Mar 2024 08:55am","Sum of anions","1.570","meq/L"
"M35/0132","20242338","15-Mar 2024 08:55am","Sum of cations","1.590","meq/L"
"M35/0132","20242338","15-Mar 2024 08:55am","Total Coliforms","2.00","number/100mL"
"M35/0132","20242338","15-Mar 2024 08:55am","Water Temperature (Field)","13.7","C"
"M35/0132","20241360","08-Feb 2024 10:05am","Alkalinity, Total","41.0","g/m3 as CaCO3"
"M35/0132","20241360","08-Feb 2024 10:05am","Bicarbonate","50.000","mg/L  at 25°C"
"M35/0132","20241360","08-Feb 2024 10:05am","Calcium, Dissolved","15.400","mg/L"
"M35/0132","20241360","08-Feb 2024 10:05am","Chloride","7.100","mg/L"
"M35/0132","20241360","08-Feb 2024 10:05am","Conductivity","16.7","mS/m"
"M35/0132","20241360","08-Feb 2024 10:05am","Conductivity (Field)","16.53","mS/m"
"M35/0132","20241360","08-Feb 2024 10:05am","Difference in Ion Balance","0.640","%"
"M35/0132","20241360","08-Feb 2024 10:05am","Dissolved Oxygen","6.190","mg/L"
"M35/0132","20241360","08-Feb 2024 10:05am","Dissolved Oxygen Saturation","59.000","%"
"M35/0132","20241360","08-Feb 2024 10:05am","E. coli","<1","MPN/100mL"
"M35/0132","20241360","08-Feb 2024 10:05am","Hardness, Total","58.000","g/m3 as CaCO3"
"M35/0132","20241360","08-Feb 2024 10:05am","Magnesium, Dissolved","4.800","mg/L"
"M35/0132","20241360","08-Feb 2024 10:05am","Nitrate Nitrogen","4.100","mg/L"
"M35/0132","20241360","08-Feb 2024 10:05am","Oxidation Reduction Potential","321.500","mV"
"M35/0132","20241360","08-Feb 2024 10:05am","pH","6.6",""
"M35/0132","20241360","08-Feb 2024 10:05am","pH (Field)","5.57",""
"M35/0132","20241360","08-Feb 2024 10:05am","Potassium, Dissolved","1.550","mg/L"
"M35/0132","20241360","08-Feb 2024 10:05am","Silica, Reactive","16.800","mg/L  as SiO2"
"M35/0132","20241360","08-Feb 2024 10:05am","Sodium, Dissolved","9.600","mg/L"
"M35/0132","20241360","08-Feb 2024 10:05am","Sulphate","13.400","mg/L"
"M35/0132","20241360","08-Feb 2024 10:05am","Sum of anions","1.590","meq/L"
"M35/0132","20241360","08-Feb 2024 10:05am","Sum of cations","1.610","meq/L"
"M35/0132","20241360","08-Feb 2024 10:05am","Total Coliforms","2.00","number/100mL"
"M35/0132","20241360","08-Feb 2024 10:05am","Water Temperature (Field)","13.2","C"
"M35/0132","20240757","24-Jan 2024 07:15am","Alkalinity, Total","40.0","g/m3 as CaCO3"
"M35/0132","20240757","24-Jan 2024 07:15am","Bicarbonate","49.000","mg/L  at 25°C"
"M35/0132","20240757","24-Jan 2024 07:15am","Calcium, Dissolved","16.500","mg/L"
"M35/0132","20240757","24-Jan 2024 07:15am","Chloride","7.000","mg/L"
"M35/0132","20240757","24-Jan 2024 07:15am","Conductivity","16.8","mS/m"
"M35/0132","20240757","24-Jan 2024 07:15am","Conductivity (Field)","16.30","mS/m"
"M35/0132","20240757","24-Jan 2024 07:15am","Difference in Ion Balance","4.500","%"
"M35/0132","20240757","24-Jan 2024 07:15am","Dissolved Oxygen","6.100","mg/L"
"M35/0132","20240757","24-Jan 2024 07:15am","Dissolved Oxygen Saturation","58.500","%"
"M35/0132","20240757","24-Jan 2024 07:15am","E. coli","<1","MPN/100mL"
"M35/0132","20240757","24-Jan 2024 07:15am","Hardness, Total","62.000","g/m3 as CaCO3"
"M35/0132","20240757","24-Jan 2024 07:15am","Magnesium, Dissolved","5.100","mg/L"
"M35/0132","20240757","24-Jan 2024 07:15am","Nitrate Nitrogen","4.200","mg/L"
"M35/0132","20240757","24-Jan 2024 07:15am","Oxidation Reduction Potential","337.400","mV"
"M35/0132","20240757","24-Jan 2024 07:15am","pH","6.8",""
"M35/0132","20240757","24-Jan 2024 07:15am","pH (Field)","6.08",""
"M35/0132","20240757","24-Jan 2024 07:15am","Potassium, Dissolved","1.560","mg/L"
"M35/0132","20240757","24-Jan 2024 07:15am","Silica, Reactive","16.000","mg/L  as SiO2"
"M35/0132","20240757","24-Jan 2024 07:15am","Sodium, Dissolved","9.800","mg/L"
"M35/0132","20240757","24-Jan 2024 07:15am","Sulphate","12.800","mg/L"
"M35/0132","20240757","24-Jan 2024 07:15am","Sum of anions","1.560","meq/L"
"M35/0132","20240757","24-Jan 2024 07:15am","Sum of cations","1.710","meq/L"
"M35/0132","20240757","24-Jan 2024 07:15am","Total Coliforms","1.00","number/100mL"
"M35/0132","20240757","24-Jan 2024 07:15am","Water Temperature (Field)","13.1","C"
"M35/0132","20237619","13-Dec 2023 08:40am","Alkalinity, Total","40.0","g/m3 as CaCO3"
"M35/0132","20237619","13-Dec 2023 08:40am","Bicarbonate","49.000","mg/L  at 25°C"
"M35/0132","20237619","13-Dec 2023 08:40am","Calcium, Dissolved","16.400","mg/L"
"M35/0132","20237619","13-Dec 2023 08:40am","Chloride","7.600","mg/L"
"M35/0132","20237619","13-Dec 2023 08:40am","Conductivity","17.5","mS/m"
"M35/0132","20237619","13-Dec 2023 08:40am","Conductivity (Field)","16.84","mS/m"
"M35/0132","20237619","13-Dec 2023 08:40am","Difference in Ion Balance","3.100","%"
"M35/0132","20237619","13-Dec 2023 08:40am","Dissolved Oxygen","6.060","mg/L"
"M35/0132","20237619","13-Dec 2023 08:40am","Dissolved Oxygen Saturation","57.700","%"
"M35/0132","20237619","13-Dec 2023 08:40am","E. coli","2","MPN/100mL"
"M35/0132","20237619","13-Dec 2023 08:40am","Hardness, Total","63.000","g/m3 as CaCO3"
"M35/0132","20237619","13-Dec 2023 08:40am","Magnesium, Dissolved","5.400","mg/L"
"M35/0132","20237619","13-Dec 2023 08:40am","Nitrate Nitrogen","4.800","mg/L"
"M35/0132","20237619","13-Dec 2023 08:40am","Oxidation Reduction Potential","371.000","mV"
"M35/0132","20237619","13-Dec 2023 08:40am","pH","7.4",""
"M35/0132","20237619","13-Dec 2023 08:40am","pH (Field)","5.97",""
"M35/0132","20237619","13-Dec 2023 08:40am","Potassium, Dissolved","1.590","mg/L"
"M35/0132","20237619","13-Dec 2023 08:40am","Silica, Reactive","15.600","mg/L  as SiO2"
"M35/0132","20237619","13-Dec 2023 08:40am","Sodium, Dissolved","10.000","mg/L"
"M35/0132","20237619","13-Dec 2023 08:40am","Sulphate","13.300","mg/L"
"M35/0132","20237619","13-Dec 2023 08:40am","Sum of anions","1.640","meq/L"
"M35/0132","20237619","13-Dec 2023 08:40am","Sum of cations","1.740","meq/L"
"M35/0132","20237619","13-Dec 2023 08:40am","Total Coliforms","4.00","number/100mL"
"M35/0132","20237619","13-Dec 2023 08:40am","Water Temperature (Field)","12.4","C"
"M35/0132","20236589","20-Nov 2023 10:30am","Alkalinity, Total","40.0","g/m3 as CaCO3"
"M35/0132","20236589","20-Nov 2023 10:30am","Bicarbonate","48.000","mg/L  at 25°C"
"M35/0132","20236589","20-Nov 2023 10:30am","Calcium, Dissolved","17.000","mg/L"
"M35/0132","20236589","20-Nov 2023 10:30am","Chloride","8.300","mg/L"
"M35/0132","20236589","20-Nov 2023 10:30am","Conductivity","17.7","mS/m"
"M35/0132","20236589","20-Nov 2023 10:30am","Conductivity (Field)","17.33","mS/m"
"M35/0132","20236589","20-Nov 2023 10:30am","Difference in Ion Balance","1.090","%"
"M35/0132","20236589","20-Nov 2023 10:30am","Dissolved Oxygen","6.000","mg/L"
"M35/0132","20236589","20-Nov 2023 10:30am","Dissolved Oxygen Saturation","55.300","%"
"M35/0132","20236589","20-Nov 2023 10:30am","E. coli","<1","MPN/100mL"
"M35/0132","20236589","20-Nov 2023 10:30am","Hardness, Total","63.000","g/m3 as CaCO3"
"M35/0132","20236589","20-Nov 2023 10:30am","Magnesium, Dissolved","5.100","mg/L"
"M35/0132","20236589","20-Nov 2023 10:30am","Nitrate Nitrogen","5.000","mg/L"
"M35/0132","20236589","20-Nov 2023 10:30am","Oxidation Reduction Potential","268.600","mV"
"M35/0132","20236589","20-Nov 2023 10:30am","pH","6.9",""
"M35/0132","20236589","20-Nov 2023 10:30am","pH (Field)","5.70",""
"M35/0132","20236589","20-Nov 2023 10:30am","Potassium, Dissolved","1.550","mg/L"
"M35/0132","20236589","20-Nov 2023 10:30am","Silica, Reactive","16.400","mg/L  as SiO2"
"M35/0132","20236589","20-Nov 2023 10:30am","Sodium, Dissolved","9.700","mg/L"
"M35/0132","20236589","20-Nov 2023 10:30am","Sulphate","14.500","mg/L"
"M35/0132","20236589","20-Nov 2023 10:30am","Sum of anions","1.690","meq/L"
"M35/0132","20236589","20-Nov 2023 10:30am","Sum of cations","1.730","meq/L"
"M35/0132","20236589","20-Nov 2023 10:30am","Total Coliforms","<1.00","number/100mL"
"M35/0132","20236589","20-Nov 2023 10:30am","Water Temperature (Field)","12.0","C"
"M35/0132","20235677","28-Sep 2023 11:00am","Alkalinity, Total","40.0","g/m3 as CaCO3"
"M35/0132","20235677","28-Sep 2023 11:00am","Aluminium, Dissolved","<0.003","mg/L"
"M35/0132","20235677","28-Sep 2023 11:00am","Ammoniacal Nitrogen","<0.010","mg/L"
"M35/0132","20235677","28-Sep 2023 11:00am","Bicarbonate","49.000","mg/L  at 25°C"
"M35/0132","20235677","28-Sep 2023 11:00am","Calcium, Dissolved","15.900","mg/L"
"M35/0132","20235677","28-Sep 2023 11:00am","Chloride","8.100","mg/L"
"M35/0132","20235677","28-Sep 2023 11:00am","Conductivity","17.6","mS/m"
"M35/0132","20235677","28-Sep 2023 11:00am","Conductivity (Field)","16.90","mS/m"
"M35/0132","20235677","28-Sep 2023 11:00am","Difference in Ion Balance","0.290","%"
"M35/0132","20235677","28-Sep 2023 11:00am","Dissolved Oxygen","5.920","mg/L"
"M35/0132","20235677","28-Sep 2023 11:00am","Dissolved Oxygen Saturation","55.700","%"
"M35/0132","20235677","28-Sep 2023 11:00am","Dissolved Reactive Phosphorus","0.0084","mg/L"
"M35/0132","20235677","28-Sep 2023 11:00am","E. coli","<1","MPN/100mL"
"M35/0132","20235677","28-Sep 2023 11:00am","Hardness, Total","60.000","g/m3 as CaCO3"
"M35/0132","20235677","28-Sep 2023 11:00am","Iron, Dissolved","<0.020","mg/L"
"M35/0132","20235677","28-Sep 2023 11:00am","Magnesium, Dissolved","4.900","mg/L"
"M35/0132","20235677","28-Sep 2023 11:00am","Manganese, Dissolved","<0.0005","mg/L"
"M35/0132","20235677","28-Sep 2023 11:00am","Nitrate Nitrogen","4.900","mg/L"
"M35/0132","20235677","28-Sep 2023 11:00am","Nitrate-N Nitrite-N","4.900","g/m3"
"M35/0132","20235677","28-Sep 2023 11:00am","Nitrite Nitrogen","<0.002","mg/L"
"M35/0132","20235677","28-Sep 2023 11:00am","Oxidation Reduction Potential","203.800","mV"
"M35/0132","20235677","28-Sep 2023 11:00am","pH","7.0",""
"M35/0132","20235677","28-Sep 2023 11:00am","pH (Field)","5.78",""
"M35/0132","20235677","28-Sep 2023 11:00am","Potassium, Dissolved","1.460","mg/L"
"M35/0132","20235677","28-Sep 2023 11:00am","Silica, Reactive","16.500","mg/L  as SiO2"
"M35/0132","20235677","28-Sep 2023 11:00am","Sodium, Dissolved","9.500","mg/L"
"M35/0132","20235677","28-Sep 2023 11:00am","Sulphate","13.600","mg/L"
"M35/0132","20235677","28-Sep 2023 11:00am","Sum of anions","1.660","meq/L"
"M35/0132","20235677","28-Sep 2023 11:00am","Sum of cations","1.650","meq/L"
"M35/0132","20235677","28-Sep 2023 11:00am","Total Coliforms","<1.00","number/100mL"
"M35/0132","20235677","28-Sep 2023 11:00am","Total Dissolved Phosphorus","0.010","mg/L"
"M35/0132","20235677","28-Sep 2023 11:00am","Water Temperature (Field)","11.8","C"
"M35/0132","20235154","01-Sep 2023 08:30am","Alkalinity, Total","41.0","g/m3 as CaCO3"
"M35/0132","20235154","01-Sep 2023 08:30am","Bicarbonate","50.000","mg/L  at 25°C"
"M35/0132","20235154","01-Sep 2023 08:30am","Calcium, Dissolved","15.600","mg/L"
"M35/0132","20235154","01-Sep 2023 08:30am","Chloride","7.900","mg/L"
"M35/0132","20235154","01-Sep 2023 08:30am","Conductivity","16.6","mS/m"
"M35/0132","20235154","01-Sep 2023 08:30am","Conductivity (Field)","16.09","mS/m"
"M35/0132","20235154","01-Sep 2023 08:30am","Difference in Ion Balance","0.860","%"
"M35/0132","20235154","01-Sep 2023 08:30am","Dissolved Oxygen","5.870","mg/L"
"M35/0132","20235154","01-Sep 2023 08:30am","Dissolved Oxygen Saturation","54.800","%"
"M35/0132","20235154","01-Sep 2023 08:30am","E. coli","<1","MPN/100mL"
"M35/0132","20235154","01-Sep 2023 08:30am","Hardness, Total","59.000","g/m3 as CaCO3"
"M35/0132","20235154","01-Sep 2023 08:30am","Magnesium, Dissolved","4.900","mg/L"
"M35/0132","20235154","01-Sep 2023 08:30am","Nitrate Nitrogen","4.200","mg/L"
"M35/0132","20235154","01-Sep 2023 08:30am","Oxidation Reduction Potential","323.300","mV"
"M35/0132","20235154","01-Sep 2023 08:30am","pH","6.8",""
"M35/0132","20235154","01-Sep 2023 08:30am","pH (Field)","5.90",""
"M35/0132","20235154","01-Sep 2023 08:30am","Potassium, Dissolved","1.520","mg/L"
"M35/0132","20235154","01-Sep 2023 08:30am","Silica, Reactive","15.700","mg/L  as SiO2"
"M35/0132","20235154","01-Sep 2023 08:30am","Sodium, Dissolved","9.500","mg/L"
"M35/0132","20235154","01-Sep 2023 08:30am","Sulphate","12.500","mg/L"
"M35/0132","20235154","01-Sep 2023 08:30am","Sum of anions","1.600","meq/L"
"M35/0132","20235154","01-Sep 2023 08:30am","Sum of cations","1.630","meq/L"
"M35/0132","20235154","01-Sep 2023 08:30am","Total Coliforms","<1.00","number/100mL"
"M35/0132","20235154","01-Sep 2023 08:30am","Water Temperature (Field)","12.2","C"
"M35/0132","20234821","04-Aug 2023 10:50am","Alkalinity, Total","41.0","g/m3 as CaCO3"
"M35/0132","20234821","04-Aug 2023 10:50am","Bicarbonate","50.000","mg/L  at 25°C"
"M35/0132","20234821","04-Aug 2023 10:50am","Calcium, Dissolved","14.300","mg/L"
"M35/0132","20234821","04-Aug 2023 10:50am","Chloride","8.700","mg/L"
"M35/0132","20234821","04-Aug 2023 10:50am","Conductivity","16.4","mS/m"
"M35/0132","20234821","04-Aug 2023 10:50am","Conductivity (Field)","16.17","mS/m"
"M35/0132","20234821","04-Aug 2023 10:50am","Difference in Ion Balance","2.700","%"
"M35/0132","20234821","04-Aug 2023 10:50am","Dissolved Oxygen","6.000","mg/L"
"M35/0132","20234821","04-Aug 2023 10:50am","Dissolved Oxygen Saturation","55.700","%"
"M35/0132","20234821","04-Aug 2023 10:50am","E. coli","6","MPN/100mL"
"M35/0132","20234821","04-Aug 2023 10:50am","Hardness, Total","54.000","g/m3 as CaCO3"
"M35/0132","20234821","04-Aug 2023 10:50am","Magnesium, Dissolved","4.500","mg/L"
"M35/0132","20234821","04-Aug 2023 10:50am","Nitrate Nitrogen","3.800","mg/L"
"M35/0132","20234821","04-Aug 2023 10:50am","Oxidation Reduction Potential","203.500","mV"
"M35/0132","20234821","04-Aug 2023 10:50am","pH","6.8",""
"M35/0132","20234821","04-Aug 2023 10:50am","pH (Field)","6.05",""
"M35/0132","20234821","04-Aug 2023 10:50am","Potassium, Dissolved","1.470","mg/L"
"M35/0132","20234821","04-Aug 2023 10:50am","Silica, Reactive","15.400","mg/L  as SiO2"
"M35/0132","20234821","04-Aug 2023 10:50am","Sodium, Dissolved","8.800","mg/L"
"M35/0132","20234821","04-Aug 2023 10:50am","Sulphate","12.100","mg/L"
"M35/0132","20234821","04-Aug 2023 10:50am","Sum of anions","1.590","meq/L"
"M35/0132","20234821","04-Aug 2023 10:50am","Sum of cations","1.500","meq/L"
"M35/0132","20234821","04-Aug 2023 10:50am","Total Coliforms","34.0","number/100mL"
"M35/0132","20234821","04-Aug 2023 10:50am","Water Temperature (Field)","12.4","C"
"M35/0132","20234556","20-Jul 2023 10:45am","Alkalinity, Total","39.0","g/m3 as CaCO3"
"M35/0132","20234556","20-Jul 2023 10:45am","Bicarbonate","48.000","mg/L  at 25°C"
"M35/0132","20234556","20-Jul 2023 10:45am","Calcium, Dissolved","15.600","mg/L"
"M35/0132","20234556","20-Jul 2023 10:45am","Chloride","7.000","mg/L"
"M35/0132","20234556","20-Jul 2023 10:45am","Conductivity","16.3","mS/m"
"M35/0132","20234556","20-Jul 2023 10:45am","Conductivity (Field)","15.61","mS/m"
"M35/0132","20234556","20-Jul 2023 10:45am","Difference in Ion Balance","2.700","%"
"M35/0132","20234556","20-Jul 2023 10:45am","Dissolved Oxygen","5.990","mg/L"
"M35/0132","20234556","20-Jul 2023 10:45am","Dissolved Oxygen Saturation","56.500","%"
"M35/0132","20234556","20-Jul 2023 10:45am","E. coli","<1","MPN/100mL"
"M35/0132","20234556","20-Jul 2023 10:45am","Hardness, Total","58.000","g/m3 as CaCO3"
"M35/0132","20234556","20-Jul 2023 10:45am","Magnesium, Dissolved","4.700","mg/L"
"M35/0132","20234556","20-Jul 2023 10:45am","Nitrate Nitrogen","3.800","mg/L"
"M35/0132","20234556","20-Jul 2023 10:45am","Oxidation Reduction Potential","177.300","mV"
"M35/0132","20234556","20-Jul 2023 10:45am","pH","7.1",""
"M35/0132","20234556","20-Jul 2023 10:45am","pH (Field)","5.99",""
"M35/0132","20234556","20-Jul 2023 10:45am","Potassium, Dissolved","1.490","mg/L"
"M35/0132","20234556","20-Jul 2023 10:45am","Silica, Reactive","16.500","mg/L  as SiO2"
"M35/0132","20234556","20-Jul 2023 10:45am","Sodium, Dissolved","9.100","mg/L"
"M35/0132","20234556","20-Jul 2023 10:45am","Sulphate","12.600","mg/L"
"M35/0132","20234556","20-Jul 2023 10:45am","Sum of anions","1.510","meq/L"
"M35/0132","20234556","20-Jul 2023 10:45am","Sum of cations","1.600","meq/L"
"M35/0132","20234556","20-Jul 2023 10:45am","Total Coliforms","<1.00","number/100mL"
"M35/0132","20234556","20-Jul 2023 10:45am","Water Temperature (Field)","12.7","C"
"M35/0132","20234039","15-Jun 2023 10:15am","Alkalinity, Total","39.0","g/m3 as CaCO3"
"M35/0132","20234039","15-Jun 2023 10:15am","Bicarbonate","48.000","mg/L  at 25°C"
"M35/0132","20234039","15-Jun 2023 10:15am","Calcium, Dissolved","14.700","mg/L"
"M35/0132","20234039","15-Jun 2023 10:15am","Chloride","7.300","mg/L"
"M35/0132","20234039","15-Jun 2023 10:15am","Conductivity","16.3","mS/m"
"M35/0132","20234039","15-Jun 2023 10:15am","Conductivity (Field)","16.38","mS/m"
"M35/0132","20234039","15-Jun 2023 10:15am","Difference in Ion Balance","<0.100","%"
"M35/0132","20234039","15-Jun 2023 10:15am","Dissolved Oxygen","5.960","mg/L"
"M35/0132","20234039","15-Jun 2023 10:15am","Dissolved Oxygen Saturation","57.200","%"
"M35/0132","20234039","15-Jun 2023 10:15am","E. coli","<1","MPN/100mL"
"M35/0132","20234039","15-Jun 2023 10:15am","Hardness, Total","56.000","g/m3 as CaCO3"
"M35/0132","20234039","15-Jun 2023 10:15am","Magnesium, Dissolved","4.600","mg/L"
"M35/0132","20234039","15-Jun 2023 10:15am","Nitrate Nitrogen","4.000","mg/L"
"M35/0132","20234039","15-Jun 2023 10:15am","Oxidation Reduction Potential","304.100","mV"
"M35/0132","20234039","15-Jun 2023 10:15am","pH","7.0",""
"M35/0132","20234039","15-Jun 2023 10:15am","pH (Field)","5.98",""
"M35/0132","20234039","15-Jun 2023 10:15am","Potassium, Dissolved","1.510","mg/L"
"M35/0132","20234039","15-Jun 2023 10:15am","Silica, Reactive","16.400","mg/L  as SiO2"
"M35/0132","20234039","15-Jun 2023 10:15am","Sodium, Dissolved","9.100","mg/L"
"M35/0132","20234039","15-Jun 2023 10:15am","Sulphate","13.300","mg/L"
"M35/0132","20234039","15-Jun 2023 10:15am","Sum of anions","1.550","meq/L"
"M35/0132","20234039","15-Jun 2023 10:15am","Sum of cations","1.550","meq/L"
"M35/0132","20234039","15-Jun 2023 10:15am","Total Coliforms","<1.00","number/100mL"
"M35/0132","20234039","15-Jun 2023 10:15am","Water Temperature (Field)","13.5","C"
"M35/0132","20233610","17-May 2023 10:30am","Alkalinity, Total","40.0","g/m3 as CaCO3"
"M35/0132","20233610","17-May 2023 10:30am","Bicarbonate","49.000","mg/L  at 25°C"
"M35/0132","20233610","17-May 2023 10:30am","Calcium, Dissolved","14.800","mg/L"
"M35/0132","20233610","17-May 2023 10:30am","Chloride","7.500","mg/L"
"M35/0132","20233610","17-May 2023 10:30am","Conductivity","16.8","mS/m"
"M35/0132","20233610","17-May 2023 10:30am","Conductivity (Field)","16.80","mS/m"
"M35/0132","20233610","17-May 2023 10:30am","Difference in Ion Balance","0.710","%"
"M35/0132","20233610","17-May 2023 10:30am","Dissolved Oxygen","5.830","mg/L"
"M35/0132","20233610","17-May 2023 10:30am","Dissolved Oxygen Saturation","56.300","%"
"M35/0132","20233610","17-May 2023 10:30am","E. coli","<1","MPN/100mL"
"M35/0132","20233610","17-May 2023 10:30am","Hardness, Total","56.000","g/m3 as CaCO3"
"M35/0132","20233610","17-May 2023 10:30am","Magnesium, Dissolved","4.500","mg/L"
"M35/0132","20233610","17-May 2023 10:30am","Nitrate Nitrogen","4.200","mg/L"
"M35/0132","20233610","17-May 2023 10:30am","Oxidation Reduction Potential","208.300","mV"
"M35/0132","20233610","17-May 2023 10:30am","pH","7.3",""
"M35/0132","20233610","17-May 2023 10:30am","pH (Field)","5.82",""
"M35/0132","20233610","17-May 2023 10:30am","Potassium, Dissolved","1.520","mg/L"
"M35/0132","20233610","17-May 2023 10:30am","Silica, Reactive","15.400","mg/L  as SiO2"
"M35/0132","20233610","17-May 2023 10:30am","Sodium, Dissolved","9.400","mg/L"
"M35/0132","20233610","17-May 2023 10:30am","Sulphate","12.800","mg/L"
"M35/0132","20233610","17-May 2023 10:30am","Sum of anions","1.580","meq/L"
"M35/0132","20233610","17-May 2023 10:30am","Sum of cations","1.560","meq/L"
"M35/0132","20233610","17-May 2023 10:30am","Total Coliforms","<1.00","number/100mL"
"M35/0132","20233610","17-May 2023 10:30am","Water Temperature (Field)","13.6","C"
"M35/0132","20233037","14-Apr 2023 11:00am","Alkalinity, Total","40.0","g/m3 as CaCO3"
"M35/0132","20233037","14-Apr 2023 11:00am","Bicarbonate","48.000","mg/L  at 25°C"
"M35/0132","20233037","14-Apr 2023 11:00am","Calcium, Dissolved","16.200","mg/L"
"M35/0132","20233037","14-Apr 2023 11:00am","Chloride","8.500","mg/L"
"M35/0132","20233037","14-Apr 2023 11:00am","Conductivity","17.3","mS/m"
"M35/0132","20233037","14-Apr 2023 11:00am","Conductivity (Field)","16.86","mS/m"
"M35/0132","20233037","14-Apr 2023 11:00am","Difference in Ion Balance","0.120","%"
"M35/0132","20233037","14-Apr 2023 11:00am","Dissolved Oxygen","5.880","mg/L"
"M35/0132","20233037","14-Apr 2023 11:00am","Dissolved Oxygen Saturation","56.100","%"
"M35/0132","20233037","14-Apr 2023 11:00am","E. coli","<1","MPN/100mL"
"M35/0132","20233037","14-Apr 2023 11:00am","Hardness, Total","59.000","g/m3 as CaCO3"
"M35/0132","20233037","14-Apr 2023 11:00am","Magnesium, Dissolved","4.600","mg/L"
"M35/0132","20233037","14-Apr 2023 11:00am","Nitrate Nitrogen","4.500","mg/L"
"M35/0132","20233037","14-Apr 2023 11:00am","Oxidation Reduction Potential","235.000","mV"
"M35/0132","20233037","14-Apr 2023 11:00am","pH","6.8",""
